index,time,lat,lon,east_cm,north_cm,quality
874,075334.95,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
875,075335.05,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
876,075335.15,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
877,075335.25,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
878,075335.35,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
879,075335.45,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
880,075335.55,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
881,075335.65,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
882,075335.75,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
883,075335.85,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
884,075335.95,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
885,075336.05,37.30391633333333,127.90718383333333,0.670827775078046,1.1573048444404321,4
886,075336.15,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
887,075336.25,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
888,075336.35,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
889,075336.45,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
890,075336.55,37.30391616666667,127.90718366666667,-0.8049638347068965,-0.6980284842086348,4
891,075336.65,37.30391616666667,127.90718366666667,-0.8049638347068965,-0.6980284842086348,4
892,075336.75,37.30391616666667,127.9071835,-2.280755444491839,-0.6980284842086348,4
893,075336.85,37.30391616666667,127.9071835,-2.280755444491839,-0.6980284842086348,4
894,075336.95,37.30391616666667,127.9071835,-2.280755444491839,-0.6980284842086348,4
895,075337.05,37.30391616666667,127.9071835,-2.280755444491839,-0.6980284842086348,4
896,075337.15,37.30391616666667,127.9071835,-2.280755444491839,-0.6980284842086348,4
897,075337.25,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
898,075337.35,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
899,075337.45,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
900,075337.55,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
901,075337.65,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
902,075337.75,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
903,075337.85,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
904,075337.95,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
